age,hours_work,social_media_use,rent,friends_count,highest_speed,dates,standard_drinks,countries,semesters,commute,data_interest,mark_goal,hours_studying,financial_pressure,work_study_ratio,social_engagement,gender,relationship_status,drug_use_ans,student_type,mainstream_advanced,lecture_mode,study_type,learner_style,stress_category
17.0,18.25,2.0,0.0,15.0,153.0,9.0,0.0,8.0,0.0,15.0,2.0,70.0,2.0,0.0,9.125,7.5,Male,Single,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
20.0,0.0,8.0,855.0,4.0,0.0,0.0,0.0,7.0,0.0,20.0,7.0,10.0,3.0,855.0,0.0,0.5,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Low
17.0,8.0,3.6,0.0,5.0,150.0,3.0,0.0,7.0,0.0,40.0,4.0,75.0,3.0,0.0,2.6666666666666665,1.3888888888888888,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
24.0,19.0,2.0,265.0,1.0,140.0,0.0,2.0,15.0,2.0,75.0,6.0,75.0,4.0,13.947368421052632,4.75,0.5,Female,Single,Yes,Domestic,DATA1001,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3,Average
33.590000000000146,0.0,1.25,0.0,6.0,160.0,0.0,6.0,25.0,10.0,23.0,7.0,70.0,4.0,0.0,0.0,4.8,Female,Married,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Low
18.0,5.0,6.1,0.0,11.0,100.0,2.0,3.0,2.0,0.0,90.0,1.0,75.0,0.0,0.0,5.0,1.8032786885245902,Female,Its complicated,Yes,Domestic,DATA1001,Recording,I leave things to the last minute,Style 2,High
19.0,0.0,5.2,362.0,0.0,95.0,0.0,0.0,8.0,1.0,20.0,7.0,70.0,4.0,362.0,0.0,0.0,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Average
18.0,8.0,1.0,0.0,20.0,130.0,1.0,1.4,5.0,0.0,120.0,4.0,85.0,4.0,0.0,2.0,20.0,Male,Single,No,Domestic,DATA1901,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
19.0,20.0,6.0,592.0,15.0,210.0,6.0,2.0,4.0,1.0,45.0,6.0,85.0,2.0,29.6,10.0,2.5,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,High
18.0,0.0,5.0,680.0,10.0,90.0,0.0,0.0,8.0,1.0,20.0,5.0,100.0,5.0,680.0,0.0,2.0,Male,Single,Yes,International,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 2,Average
28.0,0.0,0.5,0.0,0.0,130.0,0.0,0.0,20.0,6.0,60.0,2.0,85.0,5.0,0.0,0.0,0.0,Female,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Average
19.0,2.0,10.3,550.0,5.0,140.0,0.0,7.0,6.0,3.0,15.0,5.0,82.0,5.0,275.0,0.4,0.48543689320388345,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,Average
18.0,15.0,10.0,650.0,3.0,120.0,0.0,5.0,3.0,1.0,20.0,2.0,75.0,4.0,43.333333333333336,3.75,0.3,Male,Single,No,International,DATA1001,Lecture Slides,I work steadily all semester,Style 2,Average
18.0,12.0,0.5,0.0,7.0,120.0,0.0,0.0,8.0,0.0,90.0,6.0,85.0,4.0,0.0,3.0,14.0,Non-binary / third gender,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
18.0,20.0,14.5,0.0,2.0,100.0,0.0,0.0,3.0,0.0,100.0,3.0,70.0,6.0,0.0,3.3333333333333335,0.13793103448275862,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Average
20.0,71.18000000000029,4.5,150.0,2.0,110.0,0.0,0.0,1.0,0.0,6.5,5.0,95.0,5.0,2.10733352065186,14.236000000000057,0.4444444444444444,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
33.590000000000146,16.0,4.36,0.0,0.0,160.0,0.0,0.0,10.0,1.0,30.0,6.0,85.0,20.0,0.0,0.8,0.0,Female,Its complicated,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
19.0,0.0,3.5,569.0,20.0,0.0,0.0,1.0,10.0,1.0,5.0,8.0,90.0,7.0,569.0,0.0,5.714285714285714,Male,Single,No,Domestic,DATA1001,Lecture Slides,It changes depending on the subject,Style 2,Average
18.0,23.0,4.0,500.0,8.0,130.0,15.0,0.0,3.0,0.0,15.0,7.0,90.0,2.0,21.73913043478261,11.5,2.0,Female,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1,High
20.0,0.0,2.0,618.0,0.0,120.0,0.0,2.0,3.0,0.0,20.0,8.0,100.0,25.0,618.0,0.0,0.0,Female,Single,No,International,DATA1001,Recording,I leave things to the last minute,Style 2,High
18.0,7.0,2.6,439.0,15.0,120.0,4.0,10.0,2.0,0.0,25.0,6.0,85.0,8.0,62.714285714285715,0.875,5.769230769230769,Male,Single,Prefer not to say,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Low
17.0,34.0,2.0,0.0,15.0,120.0,2.0,15.0,12.0,0.0,90.0,0.0,60.0,1.0,0.0,20.0,7.5,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Low
25.0,0.0,1.25,100.0,1.0,160.0,4.0,0.0,6.0,3.0,60.0,3.0,70.0,3.0,100.0,0.0,0.8,Female,Single,Yes,Domestic,DATA1001,Other,It changes depending on the subject,Style 2,Average
18.0,0.0,2.0,230.0,10.0,130.0,30.0,14.0,3.0,0.0,20.0,5.0,85.0,2.0,230.0,0.0,5.0,Female,In a relationship,Prefer not to say,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,High
18.0,0.0,2.5,0.0,8.0,110.0,0.0,0.0,3.0,0.0,90.0,5.0,100.0,2.0,0.0,0.0,3.2,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
30.0,0.0,1.0,550.0,0.0,240.0,0.0,15.0,0.0,4.0,60.0,5.0,70.0,4.0,550.0,0.0,0.0,Male,In a relationship,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,Average
17.0,4.0,9.67,0.0,3.0,100.0,0.0,0.0,5.0,0.0,60.0,3.0,85.0,0.0,0.0,4.0,0.31023784901758017,Female,Single,No,Domestic,DATA1901,Recording,It changes depending on the subject,Style 2,Low
18.0,0.0,3.14,0.0,15.0,110.0,0.0,0.0,2.0,0.0,30.0,6.0,80.0,3.0,0.0,0.0,4.777070063694267,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,Average
19.0,15.0,10.0,700.0,5.0,30.0,0.0,0.0,4.0,1.0,60.0,6.0,75.0,4.0,46.666666666666664,3.75,0.5,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
18.0,0.0,2.0,400.0,10.0,120.0,0.0,16.0,26.0,0.0,10.0,6.0,80.0,3.0,400.0,0.0,5.0,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,High
18.0,3.0,6.0,0.0,10.0,110.0,3.0,0.0,5.0,0.0,80.0,5.0,70.0,8.0,0.0,0.375,1.6666666666666667,Male,In a relationship,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,Low
18.0,10.0,2.5,0.0,10.0,140.0,10.0,6.0,10.0,1.0,60.0,1.0,60.0,2.0,0.0,5.0,4.0,Male,In a relationship,No,Domestic,DATA1001,Lecture Slides,It changes depending on the subject,Style 3,Low
21.0,25.0,7.0,0.0,4.0,180.0,4.0,2.0,14.0,4.0,30.0,3.0,80.0,2.0,0.0,12.5,0.5714285714285714,Male,In a relationship,Yes,Domestic,DATA1001,Recording,I leave things to the last minute,Style 1,Average
27.0,18.0,4.0,300.0,3.0,130.0,0.0,7.0,10.0,8.0,45.0,5.0,80.0,3.0,16.666666666666668,6.0,0.75,Female,Single,Yes,Domestic,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 1,Average
23.0,0.0,6.0,350.0,20.0,130.0,0.0,2.0,4.0,0.0,47.0,3.0,80.0,2.0,350.0,0.0,3.3333333333333335,Female,Single,No,International,DATA1001,Live Stream from Lecture Theatre,I leave things to the last minute,Style 1,Low
19.0,0.0,2.5,800.0,0.0,160.0,0.0,0.0,14.0,0.0,1.0,4.0,80.0,3.0,800.0,0.0,0.0,Male,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,Average
18.0,5.0,3.5,30.0,30.0,10.0,4.0,3.0,2.0,3.0,20.0,3.0,70.0,5.0,6.0,1.0,8.571428571428571,Male,In a relationship,Prefer not to say,International,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 1,Average
19.0,50.0,3.0,500.0,30.0,100.0,5.0,10.0,8.0,0.0,10.0,8.0,100.0,10.0,10.0,5.0,10.0,Male,In a relationship,No,International,DATA1001,Recording,I leave things to the last minute,Style 2,High
18.0,0.0,2.62,0.0,1.0,220.0,0.0,0.0,15.0,0.0,47.0,6.0,89.0,6.0,0.0,0.0,0.38167938931297707,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 2,Average
18.0,0.0,2.5,0.0,2.0,90.0,0.0,0.0,4.0,0.0,75.0,6.0,90.0,4.0,0.0,0.0,0.8,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
18.0,0.0,6.1,500.0,1.0,200.0,0.0,0.0,4.0,1.0,75.0,3.0,85.0,3.0,500.0,0.0,0.1639344262295082,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,High
18.0,6.22,5.5,589.0,7.0,80.0,0.0,3.0,10.0,0.0,15.0,0.0,88.0,10.0,94.69453376205789,0.622,1.2727272727272727,Female,Single,No,International,DATA1001,Lecture Slides,I leave things to the last minute,Style 1,Low
18.0,28.0,9.0,0.0,30.0,110.0,2.0,20.0,1.0,0.0,45.0,8.0,85.0,3.0,0.0,9.333333333333334,3.3333333333333335,Female,Single,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
18.0,0.0,5.15,525.0,7.0,82.0,0.0,0.0,5.0,1.0,25.0,5.0,90.0,2.0,525.0,0.0,1.3592233009708736,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Average
18.0,25.0,4.5,0.0,10.0,120.0,8.0,6.0,3.0,0.0,90.0,3.0,70.0,4.0,0.0,6.25,2.2222222222222223,Female,In a relationship,Yes,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Average
18.0,10.0,1.8,0.0,15.0,90.0,30.0,3.0,4.0,0.0,90.0,6.0,60.0,2.0,0.0,5.0,8.333333333333334,Male,In a relationship,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Average
18.0,4.0,1.12,0.0,4.0,110.0,1.0,7.0,10.0,1.0,30.0,7.0,85.0,5.0,0.0,0.8,3.571428571428571,Male,In a relationship,No,International,DATA1001,Recording,It changes depending on the subject,Style 3,Average
20.0,0.0,3.0,500.0,2.0,135.0,0.0,0.0,8.0,1.0,5.0,7.0,80.0,4.0,500.0,0.0,0.6666666666666666,Prefer not to say,Single,No,International,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 3,Low
18.0,10.5,3.0,0.0,10.0,120.0,20.0,0.0,0.0,1.0,120.0,9.0,90.0,4.0,0.0,2.625,3.3333333333333335,Male,In a relationship,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3,Low
20.0,50.0,7.0,450.0,10.0,180.0,0.0,10.0,20.0,0.0,35.0,7.0,90.0,10.0,9.0,5.0,1.4285714285714286,Female,Single,Prefer not to say,International,DATA1001,Lecture Slides,It changes depending on the subject,Style 1,Average
20.0,0.0,13.43,0.0,10.0,152.0,30.0,10.0,4.0,4.0,20.0,2.0,100.0,1.0,0.0,0.0,0.7446016381236039,Female,In a relationship,Yes,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,High
18.0,0.0,6.5,0.0,1.0,120.0,80.0,0.0,2.0,0.0,120.0,5.0,100.0,20.0,0.0,0.0,0.15384615384615385,Male,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 2,High
19.0,0.0,6.0,1078.0,15.0,130.0,1.0,15.0,18.0,0.0,15.0,4.0,100.0,3.0,1000.0,0.0,2.5,Male,Single,Prefer not to say,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Low
19.0,0.0,9.3,1040.0,13.0,200.0,0.0,0.0,5.0,1.0,60.0,6.0,3.0,7.0,1000.0,0.0,1.3978494623655913,Male,Single,No,International,DATA1001,Recording,I leave things to the last minute,Style 2,Low
18.0,0.0,6.0,456.0,1.0,120.0,0.0,7.0,2.0,1.0,10.0,7.0,60.0,3.0,456.0,0.0,0.16666666666666666,Female,In a relationship,Prefer not to say,International,DATA1001,Recording,I leave things to the last minute,Style 2,High
18.0,0.0,5.0,475.0,5.0,120.0,0.0,0.0,5.0,0.0,30.0,3.0,85.0,5.0,475.0,0.0,1.0,Male,Single,No,Domestic,DATA1001,Lecture Slides,I work steadily all semester,Style 1,High
19.0,24.0,2.0,809.0,10.0,0.0,0.0,14.0,4.0,0.0,25.0,7.0,100.0,0.0,33.708333333333336,20.0,5.0,Female,Single,No,International,DATA1001,Recording,I work steadily all semester,Style 2,Average
19.0,0.0,3.0,0.0,20.0,0.0,0.0,4.0,6.0,10.0,75.0,3.0,90.0,4.0,0.0,0.0,6.666666666666667,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,High
30.0,15.0,0.3,75.0,0.0,150.0,0.0,0.0,16.0,1.0,55.0,8.0,75.0,5.0,5.0,3.0,0.0,Female,In a relationship,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
17.0,10.0,8.0,0.0,0.0,130.0,0.0,0.0,2.0,0.0,50.0,2.0,75.0,10.0,0.0,1.0,0.0,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,High
19.0,14.0,13.57,150.0,8.0,120.0,2.0,0.0,4.0,0.0,50.0,7.0,90.0,4.0,10.714285714285714,3.5,0.5895357406042742,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
22.0,0.0,1.75,0.0,4.0,120.0,0.0,0.0,10.0,9.0,40.0,3.0,100.0,1.0,0.0,0.0,2.2857142857142856,Male,In a relationship,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Average
19.0,10.0,5.0,500.0,4.0,140.0,0.0,0.0,7.0,1.0,15.0,6.0,75.0,3.0,50.0,3.3333333333333335,0.8,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
18.0,4.5,2.0,0.0,5.0,120.0,0.0,0.0,5.0,1.0,60.0,5.0,85.0,2.0,0.0,2.25,2.5,Male,Single,No,Domestic,DATA1901,Recording,It changes depending on the subject,Style 2,High
18.0,0.0,3.0,449.0,12.0,90.0,3.0,0.0,2.0,2.0,15.0,9.0,100.0,5.0,449.0,0.0,4.0,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Average
19.0,0.0,5.4,350.0,9.0,90.0,8.0,1.0,6.0,0.0,10.0,8.0,80.0,7.0,350.0,0.0,1.6666666666666665,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,15.0,6.05,0.0,4.0,120.0,16.0,7.0,2.0,1.0,90.0,1.0,75.0,4.0,0.0,3.75,0.6611570247933884,Female,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
18.0,4.0,6.5,839.0,10.0,60.0,1.0,5.0,15.0,0.0,20.0,5.0,75.0,5.0,209.75,0.8,1.5384615384615385,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
18.0,8.0,5.17,0.0,12.0,100.0,0.0,2.0,5.0,0.0,50.0,7.0,85.0,4.0,0.0,2.0,2.3210831721470018,Female,Single,No,Domestic,DATA1901,Lecture Slides,It changes depending on the subject,Style 3,Average
18.0,15.0,3.0,0.0,20.0,150.0,0.0,0.0,9.0,0.0,40.0,2.0,80.0,3.0,0.0,5.0,6.666666666666667,Male,Single,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
18.0,20.0,2.0,475.0,10.0,200.0,0.0,15.0,4.0,1.0,5.0,8.0,80.0,4.0,23.75,5.0,5.0,Male,Single,No,International,DATA1001,Recording,I leave things to the last minute,Style 2,Low
19.0,20.0,2.0,899.0,7.0,120.0,10.0,7.0,10.0,0.0,10.0,4.0,85.0,5.0,44.95,4.0,3.5,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
20.0,11.0,6.05,0.0,0.0,100.0,0.0,9.0,3.0,3.0,65.0,3.0,90.0,2.0,0.0,5.5,0.0,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Low
18.0,23.5,10.0,0.0,12.0,140.0,5.0,12.0,17.0,1.0,55.0,5.0,60.0,6.0,0.0,3.9166666666666665,1.2,Male,In a relationship,Yes,Domestic,DATA1001,Recording,I leave things to the last minute,Style 2,Low
17.0,0.0,10.25,1000.0,7.0,0.0,5.0,7.0,10.0,0.0,30.0,7.0,6.0,10.0,1000.0,0.0,0.6829268292682927,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
19.0,0.0,2.0,0.0,0.0,111.0,2.0,0.0,5.0,0.0,30.0,2.0,22.0,25.0,0.0,0.0,0.0,Prefer not to say,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 2,Average
21.0,14.0,1.12,450.0,0.0,120.0,0.0,0.0,11.0,3.0,15.0,5.0,60.0,6.0,32.142857142857146,2.3333333333333335,0.0,Male,Single,No,International,DATA1001,Lecture Slides,I leave things to the last minute,Style 2,Average
17.0,3.0,4.25,0.0,8.0,120.0,0.0,3.0,13.0,0.0,45.0,6.0,85.0,4.0,0.0,0.75,1.8823529411764706,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
18.0,16.0,1.22,0.0,11.0,110.0,3.0,0.0,4.0,1.0,90.0,1.0,100.0,3.0,0.0,5.333333333333333,9.01639344262295,Female,In a relationship,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,Low
18.0,1.0,7.0,0.0,5.0,100.0,5.0,0.0,2.0,0.0,78.0,7.0,90.0,5.0,0.0,0.2,0.7142857142857143,Female,Its complicated,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,Average
20.0,28.0,5.0,500.0,2.0,213.0,50.0,0.0,5.0,1.0,35.0,6.0,75.0,6.0,17.857142857142858,4.666666666666667,0.4,Male,In a relationship,No,International,DATA1001,Recording,I work steadily all semester,Style 2,Average
20.0,8.0,2.5,450.0,25.0,140.0,1.0,20.0,4.0,2.0,5.0,0.0,80.0,4.0,56.25,2.0,10.0,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
17.0,13.0,2.4,0.0,1.0,110.0,0.0,0.0,5.0,0.0,80.0,0.0,80.0,2.0,0.0,6.5,0.4166666666666667,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 2,Low
18.0,1.0,1.5,354.0,7.0,120.0,0.0,0.0,17.0,1.0,15.0,1.0,92.0,3.0,354.0,0.3333333333333333,4.666666666666667,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
18.0,5.0,3.0,0.0,10.0,110.0,0.0,5.1,2.0,0.0,130.0,1.0,75.0,5.0,0.0,1.0,3.3333333333333335,Male,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,Low
19.0,20.0,3.0,0.0,10.0,120.0,2.0,10.0,5.0,1.0,50.0,3.0,85.0,2.0,0.0,10.0,3.3333333333333335,Female,In a relationship,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
23.0,0.0,8.5,462.5,10.0,112.0,6.0,0.0,3.0,5.0,45.0,4.0,75.0,3.0,462.5,0.0,1.1764705882352942,Female,In a relationship,No,International,DATA1001,Recording,I work steadily all semester,Style 2,Average
19.0,0.0,9.62,0.0,5.0,110.0,5.0,6.0,6.0,0.0,70.0,6.0,100.0,5.0,0.0,0.0,0.5197505197505198,Male,In a relationship,Yes,International,DATA1001,Recording,I work steadily all semester,Style 1,High
18.0,0.0,4.5,800.0,10.0,120.0,15.0,0.0,20.0,0.0,10.0,2.0,100.0,3.0,800.0,0.0,2.2222222222222223,Female,Its complicated,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,High
18.0,13.0,3.0,0.0,2.0,140.0,0.0,4.0,4.0,1.0,50.0,5.0,75.0,3.0,0.0,4.333333333333333,0.6666666666666666,Male,Single,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
22.0,38.0,2.0,150.0,0.0,170.0,15.0,3.0,6.0,8.0,45.0,3.0,80.0,4.0,3.9473684210526314,9.5,0.0,Female,In a relationship,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,High
18.0,15.0,5.5,0.0,15.0,90.0,0.0,0.0,8.0,0.0,60.0,4.0,90.0,5.0,0.0,3.0,2.727272727272727,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,High
19.0,40.0,2.5,0.0,10.0,110.0,0.0,0.0,4.0,0.0,60.0,2.0,80.0,2.0,0.0,20.0,4.0,Female,In a relationship,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
18.0,6.0,5.0,0.0,10.0,120.0,0.0,0.0,4.0,0.0,40.0,5.0,80.0,5.0,0.0,1.2,2.0,Female,Single,No,Domestic,DATA1901,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
18.0,20.0,5.0,0.0,5.0,138.0,2.0,2.0,4.0,0.0,60.0,2.0,80.0,2.0,0.0,10.0,1.0,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 2,Average
18.0,0.0,4.0,0.0,9.0,100.0,9.0,1.6,5.0,0.0,25.0,7.0,70.0,6.0,0.0,0.0,2.25,Female,In a relationship,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 1,Average
19.0,0.0,1.5,450.0,3.0,120.0,3.0,1.0,6.0,2.0,10.0,9.0,95.0,4.0,450.0,0.0,2.0,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
18.0,16.0,2.0,0.0,4.0,110.0,25.0,15.0,2.0,0.0,45.0,3.0,85.0,4.0,0.0,4.0,2.0,Female,In a relationship,Yes,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,Low
18.0,7.0,4.28,0.0,8.0,120.0,5.0,5.0,3.0,0.0,45.0,4.0,60.0,2.0,0.0,3.5,1.8691588785046729,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,High
19.0,24.0,0.5,0.0,7.0,110.0,0.0,0.0,15.0,1.0,45.0,7.0,85.0,3.0,0.0,8.0,14.0,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
21.0,20.0,3.0,0.0,10.0,120.0,0.0,0.0,10.0,2.0,45.0,4.0,75.0,4.0,0.0,5.0,3.3333333333333335,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 2,High
19.0,0.0,3.0,0.0,50.0,200.0,100.0,48.590000000000146,25.0,1.0,65.0,2.0,70.0,2.0,0.0,0.0,16.666666666666668,Female,In a relationship,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
18.0,0.0,3.0,0.0,10.0,120.0,4.0,5.0,30.0,1.0,20.0,7.0,85.0,4.0,0.0,0.0,3.3333333333333335,Female,Single,Prefer not to say,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
18.0,40.0,8.0,0.0,4.0,180.0,8.0,33.0,15.0,1.0,100.0,8.0,100.0,3.0,0.0,13.333333333333334,0.5,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,High
18.0,0.0,2.1,0.0,5.0,120.0,30.0,7.0,2.0,0.0,75.0,8.0,85.0,3.0,0.0,0.0,2.380952380952381,Male,In a relationship,Yes,Domestic,DATA1901,Live in the Lecture Theatre,I leave things to the last minute,Style 1,High
18.0,0.0,8.0,0.0,6.0,200.0,0.0,0.0,13.0,0.0,80.0,3.0,65.0,1.0,0.0,0.0,0.75,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,2.0,1.0,0.0,4.0,100.0,40.0,6.0,40.80000000000018,0.0,90.0,5.0,85.0,2.0,0.0,1.0,4.0,Female,In a relationship,No,International,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 1,Average
21.0,10.0,6.0,800.0,5.0,160.0,20.0,2.0,7.0,4.0,30.0,5.0,70.0,8.0,80.0,1.25,0.8333333333333334,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 1,Low
21.0,0.0,2.0,300.0,5.0,160.0,10.0,3.0,15.0,2.0,70.0,2.0,100.0,4.0,300.0,0.0,2.5,Female,In a relationship,Yes,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,High
17.0,17.0,3.0,0.0,0.0,120.0,0.0,2.0,6.0,0.0,75.0,0.0,50.0,3.0,0.0,5.666666666666667,0.0,Female,Single,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Low
20.0,22.0,6.5,1135.4000000000087,10.0,50.0,1.0,2.0,2.0,2.0,30.0,5.0,90.0,9.0,51.60909090909131,2.4444444444444446,1.5384615384615385,Female,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
18.0,0.0,5.2,0.0,7.0,110.0,0.0,1.0,5.0,0.0,50.0,7.0,95.0,12.0,0.0,0.0,1.346153846153846,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Low
29.0,40.0,2.0,500.0,5.0,48.0,1.0,0.0,15.0,1.0,25.0,6.0,85.0,8.0,12.5,5.0,2.5,Male,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Low
19.0,40.0,6.0,980.0,6.0,120.0,10.0,10.0,6.0,0.0,30.0,7.0,90.0,25.0,24.5,1.6,1.0,Male,In a relationship,No,International,DATA1001,Recording,It changes depending on the subject,Style 1,High
19.0,2.0,1.51,525.0,7.0,50.0,0.0,0.0,1.0,0.0,15.0,5.0,90.0,7.0,262.5,0.2857142857142857,4.635761589403973,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
18.0,0.0,6.0,750.0,50.0,268.3600000000006,0.0,1.0,7.0,0.0,20.0,6.0,90.0,4.0,750.0,0.0,8.333333333333334,Male,Single,No,International,DATA1001,Recording,I leave things to the last minute,Style 1,Low
17.0,9.0,4.5,0.0,15.0,147.0,35.0,0.0,9.0,0.0,65.0,4.0,85.0,6.0,0.0,1.5,3.3333333333333335,Female,In a relationship,No,Domestic,DATA1901,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
