cohort,consent,age,gender,country_of_birth,country_of_birth_5_TEXT,hours_work,social_media_use,rent,friends_count,stress,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest,mark_goal,hours_studying,lecture_mode,study_type,learner_style
2025S1,I consent to take part in the study,21,Female,Australia,,27,4,0,2,8,120,In a relationship,1,0,4,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,4,60,2,70,5,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Male,Other Please Specify,South Africa,3.5,2.5,317,1,6,130,In a relationship,1,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,40,8,75,7,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,0,3.54,0,7,4,110,Single,0,11,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,55,4,70,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,11,2,0,3,6,100,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,80,3,85,3,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Male,USA,,0,3.5,0,4,7,90,Single,0,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,120,8,85,4,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,18,4.5,0,6,7,120,Single,0,3,2,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,35,0,75,3,Live Stream from Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,10,5,0,8,2,100,Single,0,7,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,5,75,8,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Female,China,,34,3.4,600,0,5,130,Single,0,0,8,Have you ever used recreational drugs?,No,International,DATA1001,0,15,5,80,5,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,3,0,10,4,210,Its complicated,12,20,15,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,50,3,90,5,Recording,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,20,Female,Other Please Specify,NZL,0,1,400,2,9,120,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,75,10,100,5,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,20,Non-binary / third gender,China,,25,2,1650,10,3,120,In a relationship,6,3,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,40,7,90,4,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,30,4.5,305,0,8,120,Single,0,0,1,Have you ever used recreational drugs?,No,International,DATA1001,0,20,7,70,5,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,India,,0,4,439,2,6,95,In a relationship,3,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,15,3,87,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,0,4.15,0,2,3,120,Single,0,0,6,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,40,3,70,5,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,380,4,0,10,7,120,In a relationship,10,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,5,70,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Hong Kong ,12,5,0,20,6,150,Single,2,3,13,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,4,40,3,90,6,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,27,Male,Australia,,8,6.75,360,2,2,120,Married,52,8,2,Have you ever used recreational drugs?,Prefer not to say,Domestic,DATA1001,4,15,10,100,6,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,0,3.2,0,5,5,90,Single,2,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,120,3,80,4,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,22,Female,China,,0,5,0,5,5,0,Single,0,0,3,Have you ever used recreational drugs?,No,International,DATA1001,0,40,5,85,10,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,16,3,0,15,9,110,Its complicated,4,2,15,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,0.45,5,70,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,18,3.25,0,5,0,180,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,50,3,90,3,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,26,8.00,0,4,4,100,In a relationship,4,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,6,85,3,Lecture Slides,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,12,4.1,0,10,5,127,Single,0,15,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,10,2,85,10,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Vietnam,0,9.56,220,3,7,70,Single,0,8,7,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,120,0,60,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Australia,,0,4,100,1,3,110,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,4,90,3,60,5,Recording,I work steadily all semester,Style 1
2025S1,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S1,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S1,I consent to take part in the study,18,Female,India,,0,4,0,3,4,50,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,40,4,80,3,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,3.14,0,15,6,110,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,30,6,80,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,16,5,0,3,4,110,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,30,7,80,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,24,2.5,0,5,3,140,In a relationship,5,8,20,Have you ever used recreational drugs?,Prefer not to say,Domestic,DATA1001,0,90,5,75,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,India,,0,3,650,15,6,70,Single,2,5,8,Have you ever used recreational drugs?,No,International,DATA1001,0,20,5,80,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,2,2,0,15,6,120,Single,0,5,24,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,70,4,80,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Hong Kong,0,8,350,10,5,110,Single,0,0,15,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,3,100,2,Recording,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,17,Female,Australia,,6,5.6,0,4,5,90,Single,1,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,50,6,70,6,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Japan,0,9.5,385,12,2,90,Single,0,0,7,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,30,1,80,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,24,Female,China,,56,12,909,5,6,100,Single,0,0,3,Have you ever used recreational drugs?,No,International,DATA1001,2,30,6,85,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,14,1.25,0,1,3,120,In a relationship,13,0,9,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,3,70,2,80,4,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,35,1.25,0,10,2,110,In a relationship,24,1,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,85,3,90,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Singapore,5,3,0,100,7,130,Single,1,15,15,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,5,2,75,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Russia ,0,1,900,10,4,120,Single,5,4,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,10,2,90,2,Lecture Slides,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Male,China,,0,3,0,10,2,110,Its complicated,20,8,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,8,90,10,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,36,1,0,3,5,120,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,47,6,80,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,13,8,0,15,6,130,Its complicated,1,15,17,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,60,0,50,2,Lecture Slides,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Non-binary / third gender,Australia,,26,3.3,0,4,4,130,In a relationship,30,10,10,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,90,8,90,4,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,China,,0,5,0,1,6,120,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,40,5,80,4,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,27,Female,Australia,,0,1.5,150,1,8,160,In a relationship,0,0,14,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,10,80,7,70,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,20,Male,China,,0,4,1200,1,7,180,Single,0,0,20,Have you ever used recreational drugs?,No,International,DATA1001,0,80,8,85,8,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,13,1.25,578,5,7,100,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,150,5,96,6,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,20,Male,China,,5,2.30,950,10,7,110,Single,0,5,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,2,10,8,75,5,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Japan,26,7.5,0,0,7,110,In a relationship,50,25,4,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,75,4,75,5,Lecture Slides,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,0,6,0,10,6,125,Single,0,35,7,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,1,90,1,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,7,4,0,12,5,110,Single,0,0,8,Have you ever used recreational drugs?,No,Domestic,DATA1901,0,90,4,100,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,20,Male,Other Please Specify,Belgium,0,2.5,690,20,6,130,Single,0,0,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,5,45,6,85,6,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,10,1.75,0,10,6,150,Its complicated,15,6,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,3,60,2,Lecture Slides,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Other Please Specify,taiwan,0,7.25,890,15,7,100,Single,0,2,11,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,10,6,90,2,Live Stream from Lecture Theatre,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,19,Male,Other Please Specify,UAE,0,2.5,800,0,5,160,Single,0,0,14,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,0,4,80,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,20,Female,Australia,,8,2.25,330,15,4,160,Single,6,20,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,2,8,2,80,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,21,Female,Other Please Specify,Japan,0,2.22,350,20,6,120,Single,10,4,5,Have you ever used recreational drugs?,No,International,DATA1001,3,20,5,80,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,17,Female,Australia,,1,1.50,0,7,6,120,Single,0,0,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,45,6,85,6,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,0,1,0,5,6,110,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,70,8,85,6,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,8,5,0,5,7,160,Single,2,10,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,3,75,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Male,Australia,,0,2,0,10,2,125,Single,3,8,15,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,60,2,100,2,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,19,Male,Australia,,0,3,150,30,4,120,Single,2,50,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,20,5,80,6,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,China,,0,2,769,7,7,0,In a relationship,12,3,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,2,90,3,Recording,It changes depending on the subject,Style 2
